RouteNumber,RouteDocId,StopIndex,StopName,ScheduledTime,Status,Confidence,Source,FlagReason,Lat,Lng,MatchedAddress,GoogleMapsUrl,Candidate2,Candidate3
31,route_31,2,"MANALI MARKET",06:15,ok,0.98,canonical_cache,"",13.17,80.26,"MANALI MARKET, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.17,80.26,,
31,route_31,3,"MATHUR",06:20,ok,0.98,canonical_cache,"",13.165,80.245,"MATHUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.165,80.245,,
31,route_31,4,"MILK COLONY",06:25,ok,0.98,canonical_cache,"",13.155,80.24,"MILK COLONY, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.155,80.24,,
31,route_31,5,"ARUL NAGAR",06:30,ok,0.98,canonical_cache,"",13.148,80.235,"ARUL NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.148,80.235,,
31,route_31,6,"POST OFFICE",06:35,ok,0.98,canonical_cache,"",13.14,80.23,"POST OFFICE, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.14,80.23,,
32,route_32,1,"REDHILLS",06:05,ok,0.98,canonical_cache,"",13.198,80.196,"REDHILLS, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.198,80.196,,
32,route_32,2,"KAVANKARAI",06:10,ok,0.98,canonical_cache,"",13.185,80.188,"KAVANKARAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.185,80.188,,
32,route_32,3,"PUZHAL CAMP",06:15,ok,0.98,canonical_cache,"",13.168,80.185,"PUZHAL CAMP, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.168,80.185,,
32,route_32,4,"KALIKUPPAM",06:25,ok,0.98,canonical_cache,"",13.145,80.178,"KALIKUPPAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.145,80.178,,
32,route_32,5,"PUDHUR",06:30,ok,0.98,canonical_cache,"",13.135,80.168,"PUDHUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.135,80.168,,
33,route_33,1,"PADI EAST AVENUE",06:10,ok,0.98,canonical_cache,"",13.098,80.182,"PADI EAST AVENUE, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.098,80.182,,
33,route_33,2,"MANIKANDAPURAM BUS STAND",06:20,ok,0.98,canonical_cache,"",13.108,80.168,"MANIKANDAPURAM BUS STAND, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.108,80.168,,
33,route_33,3,"AMBATTUR OT",06:30,ok,0.98,canonical_cache,"",13.1189,80.1506,"AMBATTUR OT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.1189,80.1506,,
33,route_33,4,"AVADI CHECKPOST",06:40,ok,0.98,canonical_cache,"",13.115,80.105,"AVADI CHECKPOST, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.115,80.105,,
34,route_34,1,"THIRUVALLUR BUS STAND",06:05,ok,0.98,canonical_cache,"",13.143,79.91,"THIRUVALLUR BUS STAND, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.143,79.91,,
34,route_34,2,"PUTTLUR",06:20,ok,0.98,canonical_cache,"",13.135,79.94,"PUTTLUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.135,79.94,,
34,route_34,3,"SEVAPATET",06:25,ok,0.98,canonical_cache,"",13.125,79.97,"SEVAPATET, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.125,79.97,,
35,route_35,1,"AYANAVARAM",06:15,ok,0.98,canonical_cache,"",13.098,80.233,"AYANAVARAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.098,80.233,,
35,route_35,2,"ESI HOSPITAL",06:18,ok,0.98,canonical_cache,"",13.095,80.236,"ESI HOSPITAL, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.095,80.236,,
35,route_35,3,"MEDAVAKKAM TANK ROAD",06:20,ok,0.98,canonical_cache,"",13.092,80.242,"MEDAVAKKAM TANK ROAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.092,80.242,,
35,route_35,4,"SECRETARIAT COLONY",06:23,ok,0.98,canonical_cache,"",13.088,80.245,"SECRETARIAT COLONY, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.088,80.245,,
35,route_35,5,"KELLYS",06:25,ok,0.98,canonical_cache,"",13.082,80.248,"KELLYS, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.082,80.248,,
35,route_35,6,"MUMMY DADY BUS STAND",06:28,ok,0.98,canonical_cache,"",13.08,80.242,"MUMMY DADY BUS STAND, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.08,80.242,,
35,route_35,7,"KILPAUK GARDEN",06:30,ok,0.98,canonical_cache,"",13.082,80.235,"KILPAUK GARDEN, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.082,80.235,,
36,route_36,1,"DAGAC (AMBEDKAR COLLEGE)",06:15,ok,0.98,canonical_cache,"",13.118,80.26,"DAGAC (AMBEDKAR COLLEGE), Chennai, Tamil Nadu",https://www.google.com/maps?q=13.118,80.26,,
36,route_36,2,"SHARMA NAGAR",06:20,ok,0.98,canonical_cache,"",13.122,80.265,"SHARMA NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.122,80.265,,
36,route_36,3,"ERUKKANCHERY",06:25,ok,0.98,canonical_cache,"",13.13,80.26,"ERUKKANCHERY, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.13,80.26,,
36,route_36,4,"KANGACHATHIRAM",06:30,ok,0.98,canonical_cache,"",13.138,80.255,"KANGACHATHIRAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.138,80.255,,
36,route_36,5,"KALPANA",06:35,ok,0.98,canonical_cache,"",13.13,80.23,"KALPANA, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.13,80.23,,
36,route_36,6,"PORUR TOLL PLAZA",06:50,ok,0.98,canonical_cache,"",13.032,80.145,"PORUR TOLL PLAZA, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.032,80.145,,
37,route_37,1,"SRIPERUMBUDUR",06:20,ok,0.98,canonical_cache,"",12.97,79.945,"SRIPERUMBUDUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.97,79.945,,
37,route_37,2,"IRUNGATTUKOTTAI",06:25,ok,0.98,canonical_cache,"",12.985,79.995,"IRUNGATTUKOTTAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.985,79.995,,
37,route_37,3,"PAPPANCHATHIRAM",06:30,ok,0.98,canonical_cache,"",13.01,80.035,"PAPPANCHATHIRAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.01,80.035,,
37,route_37,4,"CHEMBARAMBAKKAM",06:35,ok,0.98,canonical_cache,"",13.02,80.065,"CHEMBARAMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.02,80.065,,
37,route_37,5,"NAZARATHPETTAI",06:40,ok,0.98,canonical_cache,"",13.035,80.085,"NAZARATHPETTAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.035,80.085,,
39,route_39,1,"KANCHIPURAM",06:10,ok,0.98,canonical_cache,"",12.834,79.703,"KANCHIPURAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.834,79.703,,
39,route_39,2,"WALAJABAD",06:30,ok,0.98,canonical_cache,"",12.795,79.82,"WALAJABAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.795,79.82,,
39,route_39,3,"ORAGADAM",06:50,ok,0.98,canonical_cache,"",12.835,79.955,"ORAGADAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.835,79.955,,
40,route_40,1,"NATRAJA THEATERE",06:15,ok,0.98,canonical_cache,"",13.088,80.275,"NATRAJA THEATERE, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.088,80.275,,
40,route_40,2,"CHENNAI CORPORATION (RIPON BUILDING)",06:20,ok,0.98,canonical_cache,"",13.083,80.278,"CHENNAI CORPORATION (RIPON BUILDING), Chennai, Tamil Nadu",https://www.google.com/maps?q=13.083,80.278,,
40,route_40,3,"PANTHEON ROAD ( EGMORE RAMADA HOTEL )",06:25,ok,0.98,canonical_cache,"",13.074,80.261,"PANTHEON ROAD ( EGMORE RAMADA HOTEL ), Chennai, Tamil Nadu",https://www.google.com/maps?q=13.074,80.261,,
41,route_41,1,"NATHAMUNI",06:30,ok,0.98,canonical_cache,"",13.103,80.207,"NATHAMUNI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.103,80.207,,
41,route_41,2,"K4 POLICE STATION",06:35,ok,0.98,canonical_cache,"",13.09,80.215,"K4 POLICE STATION, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.09,80.215,,
41,route_41,3,"18TH MAIN ROAD",06:40,ok,0.98,canonical_cache,"",13.085,80.218,"18TH MAIN ROAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.085,80.218,,
42,route_42,1,"VALLAM",06:35,ok,0.98,canonical_cache,"",12.715,79.98,"VALLAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.715,79.98,,
42,route_42,2,"CHENGALPATTU (GOVT. HOSPITAL)",06:40,ok,0.98,canonical_cache,"",12.684,79.982,"CHENGALPATTU (GOVT. HOSPITAL), Chennai, Tamil Nadu",https://www.google.com/maps?q=12.684,79.982,,
42,route_42,3,"PARANUR TOLLGATE",06:45,ok,0.98,canonical_cache,"",12.73,80.005,"PARANUR TOLLGATE, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.73,80.005,,
42,route_42,4,"SP KOIL",06:50,ok,0.98,canonical_cache,"",12.748,80.015,"SP KOIL, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.748,80.015,,
43,route_43,1,"RAMAPURAM JUNCTION",06:20,ok,0.98,canonical_cache,"",13.032,80.178,"RAMAPURAM JUNCTION, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.032,80.178,,
43,route_43,2,"DLF",06:30,ok,0.98,canonical_cache,"",13.028,80.172,"DLF, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.028,80.172,,
46,route_46,1,"KALIAMMAN KOIL MAIN ROAD (KOYEMBEDU MARKET)",06:25,ok,0.98,canonical_cache,"",13.065,80.198,"KALIAMMAN KOIL MAIN ROAD (KOYEMBEDU MARKET), Chennai, Tamil Nadu",https://www.google.com/maps?q=13.065,80.198,,
46,route_46,2,"VIRUGAMBAKKAM SIGNAL",06:30,ok,0.98,canonical_cache,"",13.0537,80.2012,"VIRUGAMBAKKAM SIGNAL, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0537,80.2012,,
46,route_46,3,"GERUGAMBAKKAM",06:40,ok,0.98,canonical_cache,"",13.0038,80.1384,"GERUGAMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0038,80.1384,,
47,route_47,1,"IYYAPANTHANGAL BUS STAND",06:35,ok,0.98,canonical_cache,"",13.041,80.138,"IYYAPANTHANGAL BUS STAND, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.041,80.138,,
47,route_47,2,"IYYAPANTHANGAL HYUNDAI SHOWROOM",06:40,ok,0.98,canonical_cache,"",13.042,80.132,"IYYAPANTHANGAL HYUNDAI SHOWROOM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.042,80.132,,
47,route_47,3,"KATTUPAKKAM",06:45,ok,0.98,canonical_cache,"",13.044,80.125,"KATTUPAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.044,80.125,,
47,route_47,4,"KUMMANACHAVADI (DMART)",06:50,ok,0.98,canonical_cache,"",13.048,80.112,"KUMMANACHAVADI (DMART), Chennai, Tamil Nadu",https://www.google.com/maps?q=13.048,80.112,,
48,route_48,1,"THIRUVERKADU ARCH",06:25,ok,0.98,canonical_cache,"",13.065,80.135,"THIRUVERKADU ARCH, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.065,80.135,,
48,route_48,2,"NOLAMBUR",06:35,ok,0.98,canonical_cache,"",13.078,80.165,"NOLAMBUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.078,80.165,,
48,route_48,3,"VELAMMAL HALL",06:40,ok,0.98,canonical_cache,"",13.082,80.17,"VELAMMAL HALL, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.082,80.17,,
49,route_49,1,"AMBEDKAR NAGAR",06:30,ok,0.98,canonical_cache,"",13.135,80.215,"AMBEDKAR NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.135,80.215,,
49,route_49,2,"RETTERI",06:35,ok,0.98,canonical_cache,"",13.125,80.208,"RETTERI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.125,80.208,,
49,route_49,3,"VINAYAGAPURAM",06:40,ok,0.98,canonical_cache,"",13.132,80.202,"VINAYAGAPURAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.132,80.202,,
50,route_50,1,"GOVARDANAGIRI",06:30,ok,0.98,canonical_cache,"",13.115,80.112,"GOVARDANAGIRI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.115,80.112,,
51,route_51,1,"CHINTHAMANI",06:25,ok,0.98,canonical_cache,"",13.085,80.222,"CHINTHAMANI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.085,80.222,,
